Tissue,Gene,baseMean,log2FoldChange (HFHS/Ct),lfcSE,stat,pvalue,padj,score
KidneyCortex,SLC4A4,77.64189056,-1.255506544,1.236699716,-1.015207271,0.310007035,0.787119559,0.130521576
WAT,SLC4A4,78.12655774,1.342991224,1.011751195,1.327392773,0.184378789,0.778731927,0.145864989
Spleen,SLC4A4,30.82580947,-1.561032348,1.201108131,-1.299660129,0.193717481,0.739404198,0.204679577
LgIntestine,SLC4A4,42.41997729,1.530368601,1.375726445,1.112407635,0.265962923,0.597087747,0.342744169
KidneyMedulla,SLC4A4,114.1257773,3.543184502,1.351316309,2.622024524,0.008740914,0.288044381,1.915235049
Skin,SLC4A4,63.29325446,3.267224211,1.254873884,2.603627545,0.009224294,0.199622386,2.286373306
Lung,SLC4A4,52.73417117,4.545857061,1.191942904,3.813821152,0.000136835,0.027617155,7.086177722
Muscle,SLC4A5,4.131772124,4.238004686,1.807482642,2.344700075,NA,NA,NA
KidneyMedulla,SLC4A5,0.878660358,0.022644141,1.909702764,0.011857416,0.990539372,NA,NA
Lung,SLC4A5,0.999888849,0.292376342,1.700259266,0.171959858,0.863469087,NA,NA
WAT,SLC4A5,0.044581794,0.801608643,3.072912435,0.260862833,0.794198288,NA,NA
Heart,SLC4A5,1.658560016,0.957275111,2.72620719,0.351138062,0.725484774,NA,NA
Liver,SLC4A5,0.356369508,1.488601103,2.700441817,0.551243539,0.581466738,NA,NA
LgIntestine,SLC4A5,0.465278615,2.595654908,2.781144251,0.933304667,0.350662686,NA,NA
KidneyCortex,SLC4A5,1.243516559,2.203454737,1.601531877,1.375841948,0.168870571,NA,NA
Skin,SLC4A5,1.115219621,3.022022626,2.020052544,1.496011891,0.134650557,NA,NA
Spleen,SLC4A5,1.475384577,3.477956347,1.935306105,1.79710917,0.07231829,NA,NA
SmIntestine,SLC4A5,0.24115479,-1.168699917,2.756411454,-0.423993274,0.671570719,0.999951041,2.49E-05
SmIntestine,SLC4A7,14.53727434,2.894780245,1.355524754,2.135542148,0.032716751,0.999951041,6.16E-05
Lung,SLC4A7,29.78149168,0.372699195,1.045013978,0.356645177,0.721357452,0.99193722,0.001310341
KidneyMedulla,SLC4A7,28.66253353,-0.178738373,1.214341464,-0.147189549,0.882982409,0.991557011,0.00065817
Liver,SLC4A7,8.954307057,0.100373938,1.307440468,0.076771326,0.938805462,0.987649256,0.000541744
KidneyCortex,SLC4A7,46.80220539,0.509198638,1.083211172,0.470082521,0.638296061,0.926731033,0.016827128
Skin,SLC4A7,39.56499793,0.544607706,1.090780623,0.499282527,0.617580363,0.919321786,0.019895853
WAT,SLC4A7,53.67483399,-0.607092006,1.005865907,-0.603551628,0.546141781,0.892429295,0.03000624
Spleen,SLC4A7,28.81628124,0.64335267,1.009056599,0.637578379,0.523748174,0.888573292,0.033008331
LgIntestine,SLC4A7,13.35714962,-0.364891711,0.92485759,-0.394538267,0.693183681,0.869489704,0.022161901
Muscle,SLC4A7,30.85425895,1.12304527,1.023762019,1.096978837,0.272650643,0.586382665,0.260343094
Heart,SLC4A7,7.207585428,2.135651765,1.516444719,1.408328137,0.159033928,0.490694822,0.660319018
Lung,SLC4A8,1.244144469,-0.165166335,1.589396377,-0.103917649,0.917234701,NA,NA
Heart,SLC4A8,0.787484456,-0.418925958,2.968124421,-0.141141643,0.887758046,NA,NA
Muscle,SLC4A8,4.385819612,0.454506853,1.287273146,0.353077243,0.724030533,NA,NA
Skin,SLC4A8,3.224423118,0.599967854,1.223610034,0.490326033,0.623903208,NA,NA
Liver,SLC4A8,0.427745288,1.210684848,2.378729931,0.508962717,0.610778358,NA,NA
LgIntestine,SLC4A8,0.864043863,1.005495041,1.693812958,0.593628143,0.552760853,NA,NA
Spleen,SLC4A8,2.299911901,-1.525715499,1.671126019,-0.912986502,0.361249641,NA,NA
KidneyMedulla,SLC4A8,4.202461729,2.138796684,1.48359887,1.441627334,0.149407533,NA,NA
KidneyCortex,SLC4A8,4.378406656,-1.960879109,1.27055281,-1.543327513,0.122751331,NA,NA
SmIntestine,SLC4A8,2.034855135,2.248643736,1.831711837,1.227618717,0.219590132,0.999951041,4.78E-05
WAT,SLC4A8,11.04536067,-0.079678806,1.312729585,-0.060697044,0.951600486,0.990913627,0.000315863
WAT,SLC4A9,2.8628013,-0.158742333,1.7648738,-0.08994543,NA,NA,NA
Spleen,SLC4A9,0.285679682,0.057582229,3.172236989,0.018151932,0.985517649,NA,NA
LgIntestine,SLC4A9,0.503962741,0.25429084,2.184458898,0.116409075,0.907328343,NA,NA
Skin,SLC4A9,0.792163712,-0.529260601,2.209354122,-0.239554445,0.810675684,NA,NA
Liver,SLC4A9,0.375464249,1.11089248,3.050220357,0.36420073,0.715708122,NA,NA
Heart,SLC4A9,0.366577905,-1.373320163,2.994695349,-0.458584264,0.646532739,NA,NA
Muscle,SLC4A9,1.598370714,-0.966183185,2.002681577,-0.482444736,0.629490048,NA,NA
KidneyMedulla,SLC4A9,1.783522338,1.026639056,1.734117982,0.592023765,0.553834675,NA,NA
Lung,SLC4A9,0.455078017,1.751481944,2.459169104,0.712225093,0.476325401,NA,NA
KidneyCortex,SLC4A9,1.674811837,-1.625255305,1.374481809,-1.182449483,0.237027399,NA,NA
SmIntestine,SLC4A9,0.834069858,0.136438378,2.142841065,0.063671721,0.949231623,0.999951041,2.90E-06
Skin,SLC50A1,1.215218638,0.13317774,1.50773362,0.088329754,0.929614591,NA,NA
LgIntestine,SLC50A1,2.089653025,-0.394627762,1.421209217,-0.277670421,0.781265369,NA,NA
Spleen,SLC50A1,1.866961556,0.379526358,1.313017973,0.289048868,0.772543982,NA,NA
Liver,SLC50A1,1.015299971,-0.492441462,1.515235512,-0.324993348,0.745186106,NA,NA
WAT,SLC50A1,3.598280086,-0.507842661,1.18105022,-0.429992435,0.667201144,NA,NA
KidneyMedulla,SLC50A1,2.386302157,0.808492808,1.444028261,0.559887109,0.575556442,NA,NA
Muscle,SLC50A1,4.735766804,-0.725606429,1.279206552,-0.567231639,0.570556815,NA,NA
KidneyCortex,SLC50A1,3.025261169,-0.750624169,1.250958164,-0.600039386,0.548479987,NA,NA
Lung,SLC50A1,3.336171097,1.100785856,1.352963103,0.813611143,0.415867753,NA,NA
Heart,SLC50A1,1.777893727,-2.238851038,2.127427143,-1.052374952,0.292627556,NA,NA
SmIntestine,SLC50A1,1.668359636,-1.15089954,1.470532751,-0.782641216,0.433837831,0.999951041,2.45E-05
Liver,SLC51A,4.026059539,2.043727411,2.050252839,0.996817257,NA,NA,NA
LgIntestine,SLC51A,1.490064424,-0.063680231,1.534010308,-0.041512258,0.966887521,NA,NA
Heart,SLC51A,1.034708209,0.145950372,2.854512943,0.051129693,0.959222175,NA,NA
Skin,SLC51A,5.462376532,0.507976894,1.446047776,0.351286383,0.725373509,NA,NA
KidneyCortex,SLC51A,3.990133257,-0.91946498,1.342013121,-0.685138592,0.49325647,NA,NA
Muscle,SLC51A,9.743436223,1.904233999,1.614679284,1.179326457,0.238268207,NA,NA
Spleen,SLC51A,3.20168809,1.877335224,1.56703513,1.198017318,0.230910275,NA,NA
Lung,SLC51A,4.836921444,3.299107566,1.596035357,2.067064211,0.038728104,NA,NA
SmIntestine,SLC51A,6.778876318,1.828628496,1.443152228,1.267107143,0.205116982,0.999951041,3.89E-05
KidneyMedulla,SLC51A,9.765235841,-0.680864769,1.600170726,-0.425495078,0.670475809,0.963044848,0.011134514
WAT,SLC51A,6.537622037,3.272467903,1.530826124,2.137713651,0.032539991,0.62870319,0.659580096
WAT,SLC51B,11.63798682,3.611440883,2.704495814,1.335347189,NA,NA,NA
Heart,SLC51B,0.937444769,-0.005727034,2.664606552,-0.002149298,0.99828511,NA,NA
KidneyMedulla,SLC51B,5.116083319,0.129470017,1.321185772,0.097995316,0.921936013,NA,NA
KidneyCortex,SLC51B,2.608910008,0.130995783,1.288803786,0.10164137,0.919041341,NA,NA
Lung,SLC51B,1.649280897,0.3643356,1.49270156,0.244077993,0.807170416,NA,NA
LgIntestine,SLC51B,1.698517316,0.437425329,1.339090097,0.326658625,0.743926098,NA,NA
Spleen,SLC51B,2.454216261,0.955068788,1.472847522,0.648450552,0.516693583,NA,NA
Skin,SLC51B,5.479882347,-1.413049881,1.349242762,-1.047291059,0.294965358,NA,NA
Liver,SLC51B,2.478994146,2.214118286,1.718673936,1.288271289,0.197651544,NA,NA
Muscle,SLC51B,9.658733939,2.346359125,1.417803197,1.654925825,0.097939545,NA,NA
SmIntestine,SLC51B,6.495299181,1.594173768,1.35640517,1.175293197,0.239877435,0.999951041,3.39E-05
LgIntestine,SLC52A2,1.282519549,0.18934903,1.439382047,0.131548834,0.895341158,NA,NA
Heart,SLC52A2,0.966561612,0.413817224,2.347851601,0.176253569,0.860094737,NA,NA
KidneyMedulla,SLC52A2,3.637364682,0.552695363,1.25424678,0.440659184,0.659459749,NA,NA
Muscle,SLC52A2,4.896341436,0.544378227,1.188570521,0.458010877,0.646944627,NA,NA
Spleen,SLC52A2,2.909139646,-0.917994397,1.323714837,-0.693498608,0.487996699,NA,NA
Liver,SLC52A2,2.020165385,1.166041993,1.531459592,0.761392595,0.446422609,NA,NA
KidneyCortex,SLC52A2,4.19412318,-1.024571792,1.168430224,-0.876878885,0.380552426,NA,NA
Lung,SLC52A2,4.155859362,-1.171223223,1.244642547,-0.941011719,0.346698854,NA,NA
Skin,SLC52A2,2.457747968,2.776564113,1.455288141,1.907913653,0.056402377,NA,NA
SmIntestine,SLC52A2,3.771043212,0.709332948,1.380618747,0.513779021,0.607406497,0.999951041,1.51E-05
WAT,SLC52A2,5.668930294,1.141893706,1.123622855,1.016260662,0.309505276,0.824824762,0.095506059
Muscle,SLC52A3,1.566260813,-0.270679423,1.903950167,-0.142167283,NA,NA,NA
LgIntestine,SLC52A3,0.720404502,0.05572767,1.722209945,0.032358233,0.974186371,NA,NA
Liver,SLC52A3,0.675451876,-0.5202914,1.790266631,-0.290622296,0.771340206,NA,NA
KidneyCortex,SLC52A3,2.364957761,-0.475266224,1.431636811,-0.331974018,0.739908878,NA,NA
Spleen,SLC52A3,0.527886876,1.426784848,2.352870117,0.606401874,0.544247924,NA,NA
Heart,SLC52A3,0.523938142,-2.509666106,2.989098108,-0.839606468,0.401129071,NA,NA
KidneyMedulla,SLC52A3,1.267963811,1.673246405,1.841174431,0.908792984,0.363459411,NA,NA
Skin,SLC52A3,2.948528096,1.550697267,1.527982994,1.014865527,0.310169933,NA,NA
Lung,SLC52A3,4.114604128,-1.71585118,1.690508438,-1.014991195,0.310110025,NA,NA
WAT,SLC52A3,3.371450282,1.767326857,1.269327505,1.392333225,0.163821515,NA,NA
SmIntestine,SLC52A3,1.62653928,1.192295431,1.553671765,0.767404968,0.442840776,0.999951041,2.54E-05
Heart,SLC5A1,10.60979885,2.972939618,1.714040485,1.734462893,NA,NA,NA
Skin,SLC5A1,19.70162567,-2.081564432,1.296909189,-1.605019419,NA,NA,NA
Liver,SLC5A1,24.20387353,4.201498932,1.816995703,2.312332894,NA,NA,NA
KidneyMedulla,SLC5A1,35.00379042,-4.262555352,1.629084488,-2.616534245,NA,NA,NA
SmIntestine,SLC5A1,38.1759309,3.620610334,1.873471934,1.93256716,NA,NA,NA
Muscle,SLC5A1,40.67499435,3.435315908,1.519729059,2.260479187,NA,NA,NA
WAT,SLC5A1,59.17495662,4.248832129,1.333186393,3.186975318,NA,NA,NA
KidneyCortex,SLC5A1,8.410891614,2.10177009,1.231101207,1.707227706,0.087779737,NA,NA
Lung,SLC5A1,13.50810984,0.481016153,1.660027927,0.289763892,0.771996873,0.99404911,0.001246871
LgIntestine,SLC5A1,8.40046635,0.511034209,1.376399244,0.371283413,0.710426451,0.876159669,0.029341919
Spleen,SLC5A1,20.09217974,-1.208967399,1.63312782,-0.740277267,0.459131772,0.866559057,0.07519999
Lung,SLC5A10,4.980629108,1.928111015,1.427263361,1.350914672,NA,NA,NA
Skin,SLC5A10,6.262412038,2.243978818,1.538904657,1.458166241,NA,NA,NA
Muscle,SLC5A10,13.63171183,-0.991387698,1.311561986,-0.75588322,NA,NA,NA
Heart,SLC5A10,1.184280834,-0.168321131,2.150156545,-0.078283198,0.937602782,NA,NA
Liver,SLC5A10,2.788212421,0.310399602,1.554587518,0.199666856,0.841741137,NA,NA
KidneyMedulla,SLC5A10,6.653483539,2.341233139,1.433502119,1.633226145,0.102421443,NA,NA
Spleen,SLC5A10,3.53930485,-2.642919505,1.512496416,-1.747388937,0.080569895,NA,NA
KidneyCortex,SLC5A10,6.041645769,-2.06803792,1.167616778,-1.771161532,0.076533844,NA,NA
LgIntestine,SLC5A10,4.403876636,2.861397998,1.452548025,1.969916277,0.048847967,NA,NA
SmIntestine,SLC5A10,8.007507838,-0.201907188,1.300246006,-0.155283837,0.876597558,0.999951041,4.29E-06
WAT,SLC5A10,14.99434866,1.611820608,1.191769975,1.352459486,0.176228371,0.775336588,0.178121846
Lung,SLC5A11,0.931025578,3.160804237,2.307247968,1.369945616,NA,NA,NA
Skin,SLC5A11,1.985261862,2.941451013,2.154224688,1.365433712,NA,NA,NA
Muscle,SLC5A11,4.537402855,-0.201001385,3.113841352,-0.06455094,0.948531548,NA,NA
Spleen,SLC5A11,2.216339428,-0.625771466,2.021173106,-0.309608051,0.756859033,NA,NA
Heart,SLC5A11,0.209154915,-1.596404759,3.006689382,-0.530951008,0.595452729,NA,NA
Liver,SLC5A11,0.459998535,2.070227171,2.63233937,0.786459069,0.431598589,NA,NA
WAT,SLC5A11,2.616886387,1.728323822,1.828152157,0.945393859,0.344457836,NA,NA
LgIntestine,SLC5A11,0.815372052,2.162829021,1.724203189,1.254393354,0.209699067,NA,NA
KidneyCortex,SLC5A11,9.139828356,-3.894154866,2.409894359,-1.615902727,0.106115346,NA,NA
KidneyMedulla,SLC5A11,3.081461662,3.73065185,1.908114352,1.955151088,0.05056524,NA,NA
SmIntestine,SLC5A11,1.68688702,0.334048781,2.020844331,0.16530159,0.868706607,0.999951041,7.10E-06
Heart,SLC5A12,1.871085041,1.575848888,2.855095633,0.551942593,NA,NA,NA
Liver,SLC5A12,3.670135838,3.840813518,2.056787805,1.867384428,NA,NA,NA
Lung,SLC5A12,15.07762877,1.781713916,2.666954568,0.668070592,NA,NA,NA
Skin,SLC5A12,23.44781425,1.285311023,2.897860314,0.44353795,NA,NA,NA
SmIntestine,SLC5A12,22.19106531,1.012234569,2.052672816,0.493130011,0.621920727,0.999951041,2.15E-05
Muscle,SLC5A12,51.30386844,0.181664094,3.065735051,0.059256293,0.952747973,0.982227338,0.001414797
KidneyMedulla,SLC5A12,55.61932643,1.637383091,1.789593664,0.914946853,0.360219532,0.871092296,0.09813791
Spleen,SLC5A12,21.00807941,-1.273373082,1.795878175,-0.709053153,0.478291493,0.869816025,0.077131512
WAT,SLC5A12,32.14863334,3.11106615,1.476795019,2.106633696,0.035149344,0.630640875,0.622891081
LgIntestine,SLC5A12,11.78711785,3.629378798,2.663938846,1.362410703,0.173068308,0.489660613,1.125487888
KidneyCortex,SLC5A12,111.2907217,-4.643434633,1.615382937,-2.874510141,0.004046548,0.232012085,2.946210022
LgIntestine,SLC5A2,1.565610169,1.976569811,2.059368155,0.959794297,NA,NA,NA
Lung,SLC5A2,2.307318915,1.662632037,2.103244146,0.790508339,NA,NA,NA
SmIntestine,SLC5A2,3.962968169,-0.041556436,1.920525599,-0.021638054,NA,NA,NA
WAT,SLC5A2,4.054347906,1.536328948,1.750514994,0.877643981,NA,NA,NA
Skin,SLC5A2,4.723375633,5.012585255,3.013737234,1.66324562,NA,NA,NA
Muscle,SLC5A2,12.50523412,-1.435950849,3.080756018,-0.466103398,NA,NA,NA
KidneyCortex,SLC5A2,57.49848343,-6.17217976,2.930616168,-2.106103088,NA,NA,NA
Liver,SLC5A2,0.011487123,0.440013221,3.125224568,0.140794113,0.888032594,NA,NA
Heart,SLC5A2,0.008014482,-4.368012954,3.085937977,-1.415457143,0.156934505,NA,NA
Spleen,SLC5A2,9.617701351,-4.346889395,1.626049781,-2.673281867,0.007511311,0.300250649,2.271319454
KidneyMedulla,SLC5A2,12.03630411,6.323642759,1.839195428,3.438265811,0.000585453,0.094350324,6.483356486
SmIntestine,SLC5A3,36.33257659,2.812680985,1.464156625,1.921024662,NA,NA,NA
WAT,SLC5A3,84.80544458,-0.629452359,1.134570296,-0.554793618,NA,NA,NA
Liver,SLC5A3,5.168361532,0.149239863,1.160315291,0.128620095,0.897658265,NA,NA
Lung,SLC5A3,12.95720446,0.241447784,0.85349387,0.282893401,0.777258553,0.99404911,0.000625871
Spleen,SLC5A3,30.44450656,0.049648948,1.071432228,0.04633886,0.963040166,0.993445846,0.000141788
LgIntestine,SLC5A3,11.31622445,0.036670258,0.992319631,0.036954079,0.97052162,0.992197571,0.000124746
KidneyMedulla,SLC5A3,27.7643675,-0.375458149,1.106341277,-0.339369196,0.734331621,0.974213231,0.004259939
Heart,SLC5A3,5.344241393,-0.381911271,1.530322646,-0.249562582,0.802925638,0.942904156,0.00975113
Skin,SLC5A3,15.09207946,-0.639279847,0.802984297,-0.796129949,0.425956508,0.860714036,0.041643402
KidneyCortex,SLC5A3,48.47354232,-1.12010147,1.096270429,-1.021738286,0.306904785,0.786290349,0.116957697
Muscle,SLC5A3,15.22657747,0.703179512,1.098906269,0.639890346,0.522243891,0.781494441,0.075292318
Heart,SLC5A6,9.819260816,-1.716922342,1.493474378,-1.149616202,NA,NA,NA
Liver,SLC5A6,53.37166729,-1.074590041,1.628214522,-0.659980627,NA,NA,NA
SmIntestine,SLC5A6,85.87240026,-1.939959224,1.463847002,-1.325247257,NA,NA,NA
WAT,SLC5A6,37.41129034,-0.103757589,1.033934902,-0.100352149,0.920064758,0.981573788,0.000838055
Spleen,SLC5A6,17.95373323,-0.794775438,1.027347591,-0.773618827,0.439156235,0.860354137,0.051916916
LgIntestine,SLC5A6,27.29806925,0.656573772,1.241565211,0.528827456,0.59692515,0.823360288,0.055421447
KidneyCortex,SLC5A6,32.76101506,-1.222543039,0.972079141,-1.257657929,0.208515494,0.719140615,0.175051271
Muscle,SLC5A6,82.19600807,1.092559522,1.277693162,0.855103209,0.392494014,0.689824893,0.176187391
KidneyMedulla,SLC5A6,17.27679375,2.078977526,1.301064792,1.597904685,0.110064191,0.672738104,0.357904241
Lung,SLC5A6,31.81286654,2.802817803,1.253213981,2.236503778,0.02531879,0.469595398,0.920098288
Skin,SLC5A6,15.62782523,2.369169173,1.113864879,2.126980766,0.033421681,0.345410934,1.093759924
Spleen,SLC5A8,1.736994915,-0.863772529,2.044301481,-0.422526979,NA,NA,NA
Skin,SLC5A8,4.692019984,-0.01677869,1.716493375,-0.009774981,NA,NA,NA
Heart,SLC5A8,0.662188733,0.060887617,2.972087854,0.02048648,0.983655297,NA,NA
KidneyMedulla,SLC5A8,4.011716801,-0.175159445,1.844779182,-0.094948732,0.924355549,NA,NA
KidneyCortex,SLC5A8,3.691414762,-0.579467812,1.479410689,-0.391688269,0.695288559,NA,NA
LgIntestine,SLC5A8,2.162072405,1.333733145,1.588248966,0.839750677,0.401048193,NA,NA
Muscle,SLC5A8,4.172882781,1.945639594,2.002191645,0.971754926,0.331172484,NA,NA
Liver,SLC5A8,1.677567881,4.189081778,2.357196527,1.777145745,0.075544263,NA,NA
Lung,SLC5A8,1.798310387,3.797678572,1.88257875,2.017274747,0.043666849,NA,NA
SmIntestine,SLC5A8,3.983576011,2.534271403,1.795533251,1.411431062,0.158117549,0.999951041,5.39E-05
WAT,SLC5A8,6.692392737,1.824930005,1.710954663,1.066615057,0.286145699,0.817568456,0.159637346
Lung,SLC5A9,7.446585893,0.012045386,1.544445921,0.007799164,0.993777231,NA,NA
Heart,SLC5A9,0.911304422,0.239493941,2.653605755,0.090252269,0.928086749,NA,NA
Spleen,SLC5A9,1.275004686,-0.704988833,1.660262804,-0.424624843,0.67111018,NA,NA
LgIntestine,SLC5A9,1.687615354,0.724838038,1.297254487,0.558747759,0.57633388,NA,NA
Muscle,SLC5A9,5.335478847,0.910959181,1.513091526,0.602051605,0.547139787,NA,NA
KidneyMedulla,SLC5A9,5.046493225,-1.126214188,1.653201227,-0.681232369,0.495724469,NA,NA
Skin,SLC5A9,3.874588153,-1.123892424,1.387852396,-0.809806883,0.418051176,NA,NA
Liver,SLC5A9,2.439189134,1.465231604,1.709510447,0.857105966,0.391386324,NA,NA
KidneyCortex,SLC5A9,2.097942184,-1.858908035,1.247200332,-1.490464673,0.136102099,NA,NA
SmIntestine,SLC5A9,2.949221468,0.527872288,1.502524542,0.351323571,0.725345613,0.999951041,1.12E-05
WAT,SLC5A9,6.848670846,2.818245724,1.104756029,2.551011852,0.010741067,0.522667392,0.794110045
SmIntestine,SLC6A11,12.84882582,-0.54036702,2.378555483,-0.227182853,NA,NA,NA
Muscle,SLC6A11,14.11796232,5.11638121,3.177682176,1.61009847,NA,NA,NA
KidneyCortex,SLC6A11,0.094168346,0.366582647,3.057680858,0.119889113,0.904570988,NA,NA
KidneyMedulla,SLC6A11,0.082179623,0.489911825,3.28754819,0.149020424,0.881537517,NA,NA
WAT,SLC6A11,0.174869723,0.84427207,3.045997593,0.277174241,0.781646318,NA,NA
Skin,SLC6A11,0.552713669,1.915595312,2.562380389,0.747584286,0.454710946,NA,NA
Heart,SLC6A11,1.355490421,-3.406638358,2.972647712,-1.145994644,0.251797368,NA,NA
LgIntestine,SLC6A11,4.103971561,3.751245532,2.99286253,1.253397206,0.210061188,NA,NA
Lung,SLC6A11,9.062064903,5.089564939,2.99166677,1.701247275,0.088896564,NA,NA
Spleen,SLC6A11,1.483951563,4.231547569,1.982947966,2.133968032,0.032845398,NA,NA
Liver,SLC6A11,18.63647236,-0.541191651,2.20857893,-0.245040666,0.806424944,0.966836695,0.007926766
Heart,SLC6A12,3.566734464,-2.727481427,2.52124392,-1.081799902,NA,NA,NA
KidneyCortex,SLC6A12,4.186962091,-3.234117216,1.414788812,-2.285936381,NA,NA,NA
LgIntestine,SLC6A12,9.495858885,5.011555964,1.737798597,2.883853153,NA,NA,NA
Lung,SLC6A12,18.05681592,5.98167638,2.98276178,2.005415391,NA,NA,NA
SmIntestine,SLC6A12,29.80918291,-0.990858176,1.941614773,-0.510326863,NA,NA,NA
Muscle,SLC6A12,49.42712307,5.804536652,1.74628007,3.323943708,NA,NA,NA
Skin,SLC6A12,1.181655994,-0.059997079,1.943451084,-0.030871412,0.975372089,NA,NA
WAT,SLC6A12,3.316993596,0.893558294,1.62908576,0.548502919,0.583346626,NA,NA
KidneyMedulla,SLC6A12,1.018827384,-1.286714571,1.930232979,-0.666611018,0.505020629,NA,NA
Liver,SLC6A12,24.74437909,-1.310019203,1.784377117,-0.734160504,0.462850922,0.882048886,0.071405667
Spleen,SLC6A12,7.41304235,2.165798775,1.389445764,1.558750138,0.11905553,0.684212708,0.356942836
Muscle,SLC6A14,0,NA,NA,NA,NA,NA,NA
SmIntestine,SLC6A14,0,NA,NA,NA,NA,NA,NA
WAT,SLC6A14,0.694202221,-2.06335745,3.034363025,-0.6799969,NA,NA,NA
KidneyCortex,SLC6A14,1.902519369,2.984419212,3.007474575,0.992333979,NA,NA,NA
Lung,SLC6A14,2.33374219,2.296479079,2.176246972,1.055247455,NA,NA,NA
Heart,SLC6A14,0.672988219,0.08837775,2.971652547,0.02974027,0.976274195,NA,NA
Liver,SLC6A14,1.426180592,1.01454918,2.509763808,0.4042409,0.68603558,NA,NA
Skin,SLC6A14,3.013999721,2.212933177,2.991194147,0.739815962,0.459411672,NA,NA
KidneyMedulla,SLC6A14,0.821796226,2.611894358,2.82702108,0.923903389,0.355536618,NA,NA
Spleen,SLC6A14,0.280844727,3.425307415,3.275395756,1.045769021,0.295667687,NA,NA
LgIntestine,SLC6A14,0.818548207,-2.651472032,2.08047809,-1.274453235,0.202502836,NA,NA
Heart,SLC6A17,0.891946948,-1.459037526,2.709400248,-0.538509409,0.590225411,NA,NA
Liver,SLC6A17,1.458140427,-1.269730571,1.87793295,-0.676132005,0.498956838,NA,NA
Muscle,SLC6A17,5.122391012,-1.557621561,1.504524924,-1.035291298,0.300532893,NA,NA
LgIntestine,SLC6A17,6.228228421,-1.586094372,1.413992611,-1.121713338,0.261984344,NA,NA
KidneyCortex,SLC6A17,5.936897894,-1.295463964,1.097338044,-1.180551399,0.23778098,NA,NA
KidneyMedulla,SLC6A17,3.16375674,2.539371107,1.571338249,1.616056319,0.106082137,NA,NA
Skin,SLC6A17,3.93722184,2.771479099,1.520392736,1.822870521,0.068323004,NA,NA
Lung,SLC6A17,7.12678722,3.371140215,1.427359101,2.361802445,0.018186331,NA,NA
SmIntestine,SLC6A17,4.81466588,2.237694211,1.767752034,1.265841683,0.205569768,0.999951041,4.76E-05
WAT,SLC6A17,6.164532647,-0.706050012,1.167809845,-0.604593304,0.545449257,0.892300922,0.034941468
Spleen,SLC6A17,15.78490884,1.67309458,1.565534218,1.068705213,0.285202522,0.788228561,0.172910699
LgIntestine,SLC6A18,3.522877965,2.216934189,1.846744247,1.200455446,NA,NA,NA
SmIntestine,SLC6A18,8.700790573,0.964932914,2.441832419,0.395167542,NA,NA,NA
WAT,SLC6A18,12.64419134,1.666826969,2.927951948,0.569280848,NA,NA,NA
Skin,SLC6A18,16.65966127,2.450916696,2.915296455,0.84070925,NA,NA,NA
Muscle,SLC6A18,24.40795039,-0.578313251,3.070475874,-0.188346457,NA,NA,NA
KidneyCortex,SLC6A18,354.8246373,-6.72775388,2.91494891,-2.308017769,NA,NA,NA
Liver,SLC6A18,0.287633314,0.029124769,2.800955514,0.010398155,0.991703622,NA,NA
Heart,SLC6A18,0.494761228,-0.353063987,2.979681314,-0.118490519,0.905679007,NA,NA
Lung,SLC6A18,6.096274703,5.466351517,3.023540539,1.807930619,0.0706173,NA,NA
KidneyMedulla,SLC6A18,40.61804961,1.936344067,2.792127747,0.693501244,0.487995045,0.919660939,0.070429208
Spleen,SLC6A18,24.34324585,-5.335985209,1.742936264,-3.061491874,0.00220237,0.173620145,4.057482547
Heart,SLC6A19,1.264311292,0.98620669,2.961029665,0.333062077,NA,NA,NA
Liver,SLC6A19,2.825883291,4.151045574,2.385072634,1.740427321,NA,NA,NA
Skin,SLC6A19,6.352875914,-0.98951403,2.916679261,-0.339260488,NA,NA,NA
KidneyCortex,SLC6A19,16.07219341,-3.958901186,1.535355669,-2.578491269,NA,NA,NA
Lung,SLC6A19,2.478749653,2.678059671,1.881114467,1.423655879,0.154546112,NA,NA
LgIntestine,SLC6A19,2.375267423,3.907463471,1.615254757,2.419100426,0.015558944,NA,NA
SmIntestine,SLC6A19,11.314122,1.926251463,1.795578967,1.072774575,0.283372271,0.999951041,4.10E-05
KidneyMedulla,SLC6A19,11.19829431,-0.380928571,1.844019015,-0.206575186,0.836341641,0.987577154,0.002068048
Spleen,SLC6A19,8.89778407,-0.476663673,1.914722938,-0.248946552,0.803402126,0.961730538,0.008077826
Muscle,SLC6A19,18.95539991,1.142696219,1.844070106,0.619659858,0.535481749,0.791098509,0.116291547
WAT,SLC6A19,12.34182126,4.102102967,2.549601083,1.608919527,0.107633939,0.738775455,0.539375435
Skin,SLC6A2,1.728348529,0.977354765,1.877624484,0.52052728,NA,NA,NA
KidneyCortex,SLC6A2,6.141396378,0.084433937,2.923480743,0.028881304,0.976959256,NA,NA
Muscle,SLC6A2,3.771841243,0.245953797,1.597795206,0.153933242,0.877662373,NA,NA
Heart,SLC6A2,0.944018849,-0.976931245,2.958279273,-0.330236315,0.741221409,NA,NA
WAT,SLC6A2,3.245654359,0.589151861,1.421361686,0.414498201,0.678509284,NA,NA
Lung,SLC6A2,6.74830997,-1.314551936,1.667971659,-0.788114072,0.430629985,NA,NA
